,anchor,positive,negative
293,14,3538,4610
294,14,4811,4596
295,14,3126,4152
296,14,5953,4642
297,14,3191,1333
298,14,5740,1190
299,14,1472,2818
300,15,2848,4462
301,15,4494,578
302,15,4120,4662
303,15,5620,929
304,15,662,4705
305,15,1440,80
306,15,3475,3050
307,15,6395,1529
308,15,3479,6117
309,15,3116,2343
310,15,5671,3507
311,15,5493,6712
312,15,3162,5247
313,15,5940,5198
314,15,1427,5685
315,15,3453,6036
316,15,999,4688
317,15,2669,1817
318,15,4566,1184
319,15,926,5251
320,16,3592,6459
321,16,2191,4881
322,16,6508,2841
323,16,5254,350
324,16,3182,6397
325,16,1558,5407
326,16,1289,755
327,16,1214,160
328,16,4154,6558
329,16,6463,6604
330,16,5134,110
331,16,3619,4460
332,16,4941,2879
333,16,1593,2816
334,16,4470,2553
335,16,2997,448
336,16,6263,2220
337,16,3408,6487
338,16,394,5610
339,16,3518,4219
340,17,4498,5849
341,17,1432,515
342,17,5767,1765
343,17,2726,5672
344,17,5517,2387
345,17,906,1479
346,17,1235,800
347,17,5452,2229
348,17,5611,949
349,17,787,773
350,17,6676,6460
351,17,4186,6222
352,17,3142,1280
353,17,5735,1145
354,17,3549,1938
355,17,3792,4431
356,17,646,5972
357,17,4450,2880
358,17,656,6530
359,17,3047,3598
360,18,3027,2479
361,18,4498,5885
362,18,5265,2396
363,18,3129,4736
364,18,2793,4132
365,18,708,2181
366,18,2805,3529
367,18,1772,1880
368,18,5967,6398
369,18,505,2063
370,18,409,6184
371,18,6124,5122
372,18,3730,1107
373,18,5695,6522
374,18,5282,2506
375,18,2030,2931
376,18,318,2508
377,18,3701,1547
378,18,797,5835
379,18,5403,318
380,19,2928,3533
381,19,3283,4409
382,19,5042,6564
383,19,2577,1101
384,19,948,2911
385,19,3280,3838
386,19,1363,4350
387,19,4860,4477
388,19,5498,6557
389,19,1959,4424
390,19,5471,3092
391,19,2654,1148
392,19,1369,3279
393,19,632,3417
394,19,6621,6727
395,19,2154,3907
396,19,6022,3744
397,19,4624,4952
398,19,3600,1181
399,19,3493,6660
400,20,6083,3479
401,20,656,5958
402,20,1804,485
403,20,2192,2925
404,20,936,4308
405,20,5568,5461
406,20,2663,4858
407,20,6600,6666
408,20,1365,6399
409,20,326,2686
410,20,1411,3815
411,20,4469,2403
412,20,31,6652
413,20,4389,2215
414,20,3117,5873
415,20,3884,5614
416,20,501,3038
417,20,4123,4568
418,20,4545,5938
419,20,142,4916
420,21,5745,4524
421,21,1220,416
422,21,234,3050
423,21,4533,3888
424,21,1713,920
425,21,3110,2209
426,21,2927,3323
427,21,3500,6311
428,21,5771,5471
429,21,3920,3187
430,21,1011,3494
431,21,4327,1310
432,21,3718,5680
433,21,3537,2578
434,21,3370,5460
435,21,3919,3114
436,21,5829,3406
437,21,249,1136
438,21,488,6068
439,21,1422,1290
440,22,3198,1965
441,22,5407,1559
442,22,4294,1230
443,22,1166,5259
444,22,5043,1939
445,22,6376,6363
446,22,3531,3134
447,22,6405,3033
448,22,4598,5509
449,22,749,1992
450,22,4327,4837
451,22,4683,5770
452,22,6008,2592
453,22,3010,2732
454,22,700,3408
455,22,4513,4877
456,22,3982,4222
457,22,1628,2253
458,22,5449,5723
459,22,4921,4685
460,23,6682,56
461,23,2125,3159
462,23,1254,1781
463,23,5939,974
464,23,1615,6028
465,23,2084,1188
466,23,3232,906
467,23,717,6489
468,23,1838,6041
469,23,3217,6332
470,23,5616,525
471,23,2052,2067
472,23,5956,3405
473,23,1604,642
474,23,1068,2217
475,23,3813,1405
476,23,5198,1811
477,23,4219,3149
478,23,497,5062
479,23,3372,3186
480,24,202,841
481,24,4175,4737
482,24,2246,2124
483,24,4576,6331
484,24,3915,3680
485,24,2053,3928
486,24,6452,1546
487,24,2825,5198
488,24,5565,4403
489,24,2431,2835
490,24,2698,1691
491,24,2066,2824
492,24,2610,306
493,24,802,2175
494,24,5324,2782
495,24,1464,5834
496,24,5606,3755
497,24,6239,3433
498,24,6698,4076
499,24,1826,4583
500,25,6238,6004
501,25,1734,2409
502,25,1578,5133
503,25,4597,4663
504,25,1471,27
505,25,1193,1927
506,25,1291,5730
507,25,5613,2310
508,25,5180,3996
509,25,292,3921
510,25,741,1805
511,25,3692,2295
512,25,5696,474
513,25,23,1784
514,25,3591,4412
515,25,51,3696
516,25,5984,4912
517,25,3716,5655
518,25,1146,3919
519,25,2891,589
520,26,3011,4561
521,26,325,5377
522,26,119,175
523,26,491,1329
524,26,3800,1070
525,26,3402,1558
526,26,6625,6702
527,26,4858,6582
528,26,3102,720
529,26,1411,1268
530,26,5845,6705
531,26,3217,2778
532,26,6214,4595
533,26,4612,4341
534,26,2826,64
535,26,1541,6076
536,26,825,1516
537,26,4332,1288
538,26,4744,5841
539,26,690,1177
540,27,563,5114
541,27,2893,350
542,27,1353,1601
543,27,3001,3343
544,27,887,2573
545,27,557,4144
546,27,2162,1493
547,27,2862,5726
548,27,6618,43
549,27,1090,5538
550,27,3410,40
551,27,5251,5941
552,27,4608,1236
553,27,5687,229
554,27,589,6336
555,27,4580,4670
556,27,5783,5206
557,27,554,558
558,27,4678,3087
559,27,1672,2214
560,28,742,1898
561,28,3495,4961
562,28,5211,1701
563,28,3515,2764
564,28,6327,6165
565,28,1230,4600
566,28,5251,2836
567,28,3787,2683
568,28,3584,6111
569,28,3514,3622
570,28,5866,1819
571,28,544,2884
572,28,2081,984
573,28,3026,3702
574,28,991,3908
575,28,1287,2529
576,28,2634,5756
577,28,5649,5954
578,28,6000,5496
579,28,4436,3200
580,29,6584,4420
581,29,1246,2107
582,29,6716,5921
583,29,6347,3231
584,29,2174,5940
585,29,190,1176
586,29,4315,4184
587,29,3161,385
588,29,4446,399
589,29,6430,5985
590,29,6501,5025
591,29,4016,3446
592,29,5334,1005
593,29,3921,5832
594,29,3455,2043
595,29,2104,570
596,29,6176,3100
597,29,3652,5906
598,29,535,3716
599,29,5151,6203
600,30,6414,398
601,30,3932,1404
602,30,1760,2846
603,30,6628,5799
604,30,6187,1431
605,30,3664,3939
606,30,2627,5548
607,30,4860,6544
608,30,3612,3069
609,30,2474,6017
610,30,6070,2583
611,30,906,5798
612,30,1071,1968
613,30,1405,1228
614,30,3650,6292
615,30,6033,1351
616,30,2649,371
617,30,2270,2005
618,30,983,5122
619,30,6407,543
620,31,4143,1964
621,31,638,5051
622,31,6003,4219
623,31,3904,6199
624,31,5314,5039
625,31,3932,5140
626,31,5006,6381
627,31,6661,5756
628,31,5493,6277
629,31,6707,338
630,31,5690,3173
631,31,5551,876
632,31,419,1314
633,31,5510,5166
634,31,3482,4401
635,31,1316,5401
636,31,1812,865
637,31,2555,2000
638,31,249,5468
639,31,850,5172
640,32,4199,938
641,32,2627,3971
642,32,4967,5971
643,32,3669,4238
644,32,5596,6444
645,32,4996,3434
646,32,1469,6118
647,32,2422,4726
648,32,6040,3613
649,32,1058,3318
650,32,5893,1752
651,32,3686,937
652,32,2717,1393
653,32,4209,3325
654,32,471,2742
655,32,1750,6199
656,32,2953,2681
657,32,2129,6113
658,32,3612,584
659,32,507,3168
660,33,3475,5820
661,33,5436,5582
662,33,5917,5629
663,33,1586,3669
664,33,2709,5641
665,33,1222,4925
666,33,5767,2238
667,33,3744,1182
668,33,424,84
669,33,2242,920
670,33,2764,4539
671,33,870,1384
672,33,6058,5631
673,33,1489,4297
674,33,1256,885
675,33,1399,5331
676,33,2037,3133
677,33,1871,1687
678,33,589,3694
679,33,5999,4757
680,34,5510,4766
681,34,1604,577
682,34,5732,6206
683,34,2680,2913
684,34,1747,4247
685,34,1328,4988
686,34,5336,1805
687,34,390,1539
688,34,4650,1493
689,34,1702,483
690,34,4553,1780
691,34,6169,1571
692,34,3176,3445
693,34,5235,3058
694,34,4298,5825
695,34,5064,4603
696,34,3603,314
697,34,3862,2776
698,34,700,61
699,34,3894,173
700,35,2502,219
701,35,219,3111
702,35,5100,4067
703,35,3014,403
704,35,4258,1207
705,35,5330,2179
706,35,4398,5502
707,35,625,4875
708,35,1454,4537
709,35,1699,4371
710,35,3394,4666
711,35,2913,3698
712,35,1186,5419
713,35,1614,895
714,35,2816,995
715,35,3729,1691
716,35,1218,5764
717,35,1794,1500
718,35,2554,5284
719,35,2524,5919
720,36,2090,2067
721,36,3042,3589
722,36,5331,6244
723,36,772,4192
724,36,827,4254
725,36,4171,6360
726,36,850,4081
727,36,1674,3892
728,36,2514,6594
729,36,6256,6326
730,36,3056,2834
731,36,4819,823
732,36,717,3496
733,36,3787,2562
734,36,2982,4098
735,36,3112,5960
736,36,677,705
737,36,3550,287
738,36,6304,5518
739,36,1205,2114
740,37,3127,112
741,37,1191,2612
742,37,582,424
743,37,5313,253
744,37,3934,6066
745,37,5481,1066
746,37,1323,3051
747,37,1900,5852
748,37,1886,7
749,37,3636,5423
750,37,4790,5179
751,37,6175,4784
752,37,3356,4975
753,37,6681,4532
754,37,893,2566
755,37,5431,1209
756,37,4612,6674
757,37,2348,1784
758,37,5739,6575
759,37,4600,2659
760,38,3345,4789
761,38,100,1141
762,38,2102,3520
763,38,1716,6427
764,38,4228,1974
765,38,833,499
766,38,282,6689
767,38,4022,112
768,38,847,2170
769,38,6598,6459
770,38,371,1399
771,38,5298,1839
772,38,1715,3622
773,38,3420,4301
774,38,4832,3237
775,38,3696,3164
776,38,121,4752
777,38,936,3599
778,38,2219,3531
779,38,2185,3761
780,39,751,5494
781,39,5731,1434
782,39,6218,3100
783,39,914,4252
784,39,995,1767
785,39,5634,990
786,39,1632,1882
787,39,5135,4885
788,39,4922,4765
789,39,2801,314
790,39,704,3228
791,39,6640,5856
792,39,2973,4371
793,39,2769,366
794,39,567,4347
795,39,517,1382
796,39,1232,2500
797,39,5133,1990
798,39,3576,546
799,39,6628,5126
800,40,5126,336
801,40,922,3876
802,40,2955,3093
803,40,4380,5533
804,40,2394,1800
805,40,955,330
806,40,2955,4184
807,40,4203,4037
808,40,614,6347
809,40,1091,6714
810,40,3537,1721
811,40,5485,1770
812,40,6377,6167
813,40,1818,3620
814,40,2788,1510
815,40,5428,4794
816,40,6188,6117
817,40,5604,4511
818,40,5866,3108
819,40,2248,1613
820,41,4630,5054
821,41,1076,5034
822,41,4911,4315
823,41,2572,938
824,41,4544,4226
825,41,6064,2264
826,41,6334,4789
827,41,5815,6373
828,41,608,1491
829,41,6034,4242
830,41,6509,1578
831,41,4363,5554
832,41,1297,6599
833,41,2005,2726
834,41,5533,6530
835,41,3906,2619
836,41,1595,4240
837,41,2783,4413
838,41,1464,1559
839,41,4891,974
840,42,5846,160
841,42,799,5298
842,42,3559,2885
843,42,5384,1456
844,42,2010,6384
845,42,3405,2515
846,42,1416,1726
847,42,4351,5277
848,42,1866,5843
849,42,1547,5089
850,42,407,2375
851,42,2536,566
852,42,1189,2302
853,42,4380,3247
854,42,1761,4934
855,42,486,3982
856,42,1056,1651
857,42,3512,5964
858,42,157,1731
859,42,6484,2259
860,43,699,3070
861,43,4689,2306
862,43,6276,1714
863,43,3580,1693
864,43,1932,5087
865,43,4130,2100
866,43,6124,6384
867,43,5217,5288
868,43,1343,2367
869,43,3775,3770
870,43,5710,4861
871,43,5953,2129
872,43,6223,617
873,43,4066,2829
874,43,4104,4030
875,43,5092,3131
876,43,2814,6527
877,43,3651,4388
878,43,1161,2590
879,43,1746,808
880,44,5956,299
881,44,4218,3974
882,44,4210,3072
883,44,5327,4350
884,44,5226,3475
885,44,289,74
886,44,1307,3613
887,44,6359,1024
888,44,5085,3592
889,44,6003,5607
890,44,5405,3263
891,44,641,5700
892,44,3242,1601
893,44,6168,2006
894,44,6253,451
895,44,3077,3884
896,44,4252,644
897,44,2936,4352
898,44,6346,6383
899,44,6621,1093
900,45,551,5174
901,45,6147,3895
902,45,3637,3142
903,45,6039,6142
904,45,4355,5269
905,45,6662,3846
906,45,5708,2370
907,45,6245,4714
908,45,5343,5594
909,45,4834,4101
910,45,5189,562
911,45,6094,5240
912,45,282,3946
913,45,6343,2604
914,45,5165,3297
915,45,1534,6449
916,45,5341,4469
917,45,105,1438
918,45,6053,77
919,45,1561,4489
920,46,5898,1159
921,46,1642,5415
922,46,5778,1882
923,46,3185,437
924,46,1010,5245
925,46,2551,2132
926,46,6525,2310
927,46,2593,572
928,46,2751,2559
929,46,1165,3880
930,46,6027,2581
931,46,5404,5033
932,46,3987,3295
933,46,5382,5786
934,46,2467,841
935,46,1018,1370
936,46,6512,2144
937,46,2043,4492
938,46,5575,268
939,46,1721,4776
940,47,5438,1951
941,47,2646,6072
942,47,3448,5367
943,47,3148,3427
944,47,5805,4195
945,47,494,5408
946,47,4472,790
947,47,6308,871
948,47,72,1984
949,47,1918,3839
950,47,653,2535
951,47,2074,832
952,47,2893,3478
953,47,6407,3829
954,47,499,1017
955,47,525,4962
956,47,2727,1320
957,47,1168,1519
958,47,2820,2305
959,47,6043,1621
960,48,1976,938
961,48,3928,3915
962,48,3151,827
963,48,1202,5297
964,48,4283,3835
965,48,1078,1122
966,48,6057,2821
967,48,4850,4928
968,48,3501,2388
969,48,4673,3902
970,48,1631,6607
971,48,3464,3152
972,48,2849,4308
973,48,2118,6236
974,48,4107,822
975,48,261,6220
976,48,5357,270
977,48,2870,1332
978,48,4351,2480
979,48,668,2058
980,49,4607,4263
981,49,5185,5132
982,49,2496,373
983,49,5297,6538
984,49,2651,974
985,49,1651,1650
986,49,1454,1876
987,49,3701,6015
988,49,1358,6298
989,49,3130,5534
990,49,6169,2127
991,49,4116,1064
992,49,4975,5631
993,49,4295,6304
994,49,4743,3214
995,49,9,2288
996,49,5665,1290
997,49,1434,4030
998,49,225,3089
999,49,4831,4619
1000,50,3392,6371
1001,50,4444,6050
1002,50,5403,6054
1003,50,6541,2665
1004,50,1851,3654
1005,50,6195,3404
1006,50,1903,6550
1007,50,1622,2171
1008,50,6174,2057
1009,50,6527,103
1010,50,4167,3113
1011,50,2408,1300
1012,50,5797,581
1013,50,291,3834
1014,50,6340,1155
1015,50,722,2518
1016,50,3594,2608
1017,50,4630,3318
1018,50,5947,1050
1019,50,623,5493
1020,51,4163,3593
1021,51,1941,4010
1022,51,4595,3455
1023,51,5771,3259
1024,51,1951,4432
1025,51,1963,6020
1026,51,356,28
1027,51,6434,3652
1028,51,2553,5926
1029,51,3642,6055
1030,51,2368,5032
1031,51,2239,6388
1032,51,3286,772
1033,51,960,1209
1034,51,1045,1230
1035,51,5114,3093
1036,51,2015,1680
1037,51,4374,64
1038,51,2965,630
1039,51,4331,5786
1040,52,4422,5247
1041,52,2400,1280
1042,52,3169,4147
1043,52,6573,1458
1044,52,3139,5261
1045,52,3126,5264
1046,52,3532,1321
1047,52,6221,4354
1048,52,4094,4363
1049,52,2508,5865
1050,52,3998,6619
1051,52,400,4249
1052,52,3770,6614
1053,52,298,4488
1054,52,1582,3735
1055,52,6043,1153
1056,52,4880,903
1057,52,2838,5614
1058,52,6290,4048
1059,52,1498,132
1060,53,4936,4709
1061,53,4528,5061
1062,53,5566,1407
1063,53,2078,2551
1064,53,5021,1912
1065,53,682,409
1066,53,3942,1860
1067,53,6084,880
1068,53,2455,4098
1069,53,5968,4080
1070,53,4698,3440
1071,53,6385,492
1072,53,3895,4033
1073,53,3473,3584
1074,53,5692,3868
1075,53,3442,1586
1076,53,2889,2136
1077,53,4729,5416
1078,53,3255,4313
1079,53,2714,3773
1080,54,925,4002
1081,54,709,1094
1082,54,2877,1562
1083,54,2202,4223
1084,54,3381,6225
1085,54,1072,1403
1086,54,6273,4302
1087,54,3987,582
1088,54,4665,4381
1089,54,4174,3568
1090,54,4865,5778
1091,54,5974,2430
1092,54,720,5177
1093,54,2892,126
1094,54,4513,208
1095,54,2917,4451
1096,54,3228,3548
1097,54,2983,3677
1098,54,4647,5826
1099,54,2646,5523
1100,55,6309,4807
1101,55,4027,376
1102,55,2343,627
1103,55,4857,6545
1104,55,2745,2840
1105,55,4204,1098
1106,55,3874,3012
1107,55,6474,5427
1108,55,1126,4385
1109,55,3212,3322
1110,55,3267,3196
1111,55,104,2725
1112,55,3315,5503
1113,55,3263,760
1114,55,1701,1881
1115,55,4206,5376
1116,55,5941,1121
1117,55,4029,3400
1118,55,6654,4644
1119,55,3200,2931
1120,56,5273,5435
1121,56,40,5833
1122,56,6264,497
1123,56,3161,581
1124,56,2450,5824
1125,56,5649,4909
1126,56,672,4792
1127,56,324,3911
1128,56,4258,4116
1129,56,2380,3108
1130,56,1979,531
1131,56,6030,3402
1132,56,38,472
1133,56,5513,2775
1134,56,583,2303
1135,56,2916,1456
1136,56,4823,4127
1137,56,1541,231
1138,56,6510,1175
1139,56,4769,5285
1140,57,3760,2601
1141,57,907,5222
1142,57,1215,2277
1143,57,5665,1128
1144,57,6367,589
1145,57,1062,2760
1146,57,1358,4990
1147,57,4658,1143
1148,57,953,2993
1149,57,941,1907
1150,57,2613,5387
1151,57,6608,4783
1152,57,4670,6397
1153,57,5913,6044
1154,57,2754,6021
1155,57,2834,2713
1156,57,637,6239
1157,57,5186,2268
1158,57,2743,6551
1159,57,2599,6381
1160,58,3652,4523
1161,58,2222,2147
1162,58,6332,812
1163,58,1289,1103
1164,58,3202,1883
1165,58,3356,6654
1166,58,6340,3690
1167,58,5987,3180
1168,58,3810,6717
1169,58,3787,1157
1170,58,3950,3468
1171,58,2494,1004
1172,58,5726,5254
1173,58,6022,6600
1174,58,5978,5910
1175,58,1936,3975
1176,58,2829,5869
1177,58,5278,5685
1178,58,240,5960
1179,58,5548,5579
1180,59,3840,2270
1181,59,2105,3910
1182,59,4708,533
1183,59,4163,6723
1184,59,1462,5469
1185,59,3668,3333
1186,59,2476,465
1187,59,6095,6141
1188,59,5503,3535
1189,59,5557,2078
1190,59,6096,1277
1191,59,5744,2973
1192,59,4935,5482
1193,59,609,4015
1194,59,267,5002
1195,59,2574,5206
1196,59,3963,1698
1197,59,2551,5678
1198,59,2927,3636
1199,59,5610,4685
1200,60,5731,3641
1201,60,774,3326
1202,60,1732,5483
1203,60,6153,842
1204,60,3798,1386
1205,60,3941,3983
1206,60,5646,585
1207,60,4163,1033
1208,60,4106,2645
1209,60,2324,1606
1210,60,557,3435
1211,60,47,6734
1212,60,5679,4880
1213,60,4330,3855
1214,60,1773,3586
1215,60,1545,5277
1216,60,1184,1249
1217,60,5518,3363
1218,60,3668,1473
1219,60,2327,6699
1220,61,6037,6645
1221,61,1447,1957
1222,61,919,4047
1223,61,3272,5803
1224,61,5468,5253
1225,61,4578,2453
1226,61,4203,6486
1227,61,5434,1186
1228,61,2153,1041
1229,61,2167,2355
1230,61,619,3095
1231,61,4670,1495
1232,61,4517,3219
1233,61,2730,4469
1234,61,981,4016
1235,61,1950,6580
1236,61,4704,827
1237,61,242,5803
1238,61,2180,6060
1239,61,2217,2159
1240,62,1569,1151
1241,62,5024,6042
1242,62,5407,2519
1243,62,291,812
1244,62,5290,5836
1245,62,5920,5947
1246,62,1147,3473
1247,62,4219,2448
1248,62,176,15
1249,62,1351,5323
1250,62,1140,1652
1251,62,2568,6332
1252,62,6058,49
1253,62,3947,5507
1254,62,2838,5615
1255,62,4957,3418
1256,62,4953,4324
1257,62,6187,1619
1258,62,5490,860
1259,62,3900,645
1260,63,4128,1320
1261,63,123,6078
1262,63,601,1009
1263,63,3843,4682
1264,63,4887,218
1265,63,3631,6661
1266,63,4992,2657
1267,63,6627,4119
1268,63,4135,923
1269,63,895,84
1270,63,5098,2559
1271,63,5934,4376
1272,63,6202,5724
1273,63,2870,2828
1274,63,6644,6392
1275,63,3028,1976
1276,63,4507,3896
1277,63,5932,2393
1278,63,3155,2222
1279,63,5374,3810
1280,64,4033,5588
1281,64,3861,3012
1282,64,3015,2532
1283,64,2852,857
1284,64,369,6367
1285,64,908,5681
1286,64,5643,5542
1287,64,301,2361
1288,64,6531,4253
1289,64,1784,496
1290,64,6288,2479
1291,64,6092,3288
1292,64,3446,4152
1293,64,43,3024
1294,64,5467,5682
1295,64,3417,4693
1296,64,6596,1673
1297,64,5980,4964
1298,64,1514,2265
1299,64,233,2860
1300,65,3673,2223
1301,65,719,121
1302,65,4584,3758
1303,65,5011,6353
1304,65,4266,3847
1305,65,4602,6083
1306,65,5408,1732
1307,65,5551,1491
1308,65,300,6297
1309,65,6120,6184
1310,65,4376,3904
1311,65,3754,2452
1312,65,489,5563
1313,65,4247,6002
1314,65,4547,5354
1315,65,827,1740
1316,65,4118,3576
1317,65,1924,2901
1318,65,4389,3458
1319,65,1464,2135
1320,66,2331,6391
1321,66,6305,2899
1322,66,121,2607
1323,66,4876,5951
1324,66,5967,5734
1325,66,4058,1948
1326,66,2012,5898
1327,66,3040,5875
1328,66,3339,2829
1329,66,5628,5173
1330,66,3962,2362
1331,66,6456,2496
1332,66,914,3984
1333,66,4249,240
1334,66,2652,2060
1335,66,6654,4227
1336,66,4482,426
1337,66,1031,6248
1338,66,4383,1316
1339,66,5514,5235
1340,67,1803,5819
1341,67,6372,6475
1342,67,4903,4099
1343,67,4613,3361
1344,67,1332,365
1345,67,4996,3640
1346,67,4336,4792
1347,67,3218,3936
1348,67,2378,4286
1349,67,2800,2103
1350,67,1892,1846
1351,67,2314,2169
1352,67,3522,2613
1353,67,5406,3105
1354,67,3393,6349
1355,67,3010,2031
1356,67,204,2289
1357,67,1603,809
1358,67,4308,3835
1359,67,3592,5911
1360,68,2644,6294
1361,68,6184,1720
1362,68,5970,5718
1363,68,2202,3228
1364,68,419,6104
1365,68,2021,2282
1366,68,3658,1689
1367,68,6647,2517
1368,68,6427,4857
1369,68,130,1989
1370,68,6668,4834
1371,68,1244,2061
1372,68,2329,372
1373,68,6066,38
1374,68,3255,4953
1375,68,5688,2515
1376,68,596,869
1377,68,1817,3457
1378,68,4815,1606
1379,68,281,4495
1380,69,1165,1117
1381,69,1539,2910
1382,69,6255,1956
1383,69,2693,1275
1384,69,2833,2808
1385,69,3887,5628
1386,69,5731,3233
1387,69,4056,2484
1388,69,3765,5828
1389,69,5605,5469
1390,69,3239,3350
1391,69,6117,5620
1392,69,3266,4021
1393,69,2473,5603
1394,69,6341,4033
1395,69,2121,3018
1396,69,5124,2968
